delivery_id,product_type,volume,unit_price,total_price,origin_country,destination_country,transport_method,loading_time,unloading_time,driver_name,customer_name,customer_address
174,Gasoline,2017.57,3.63,7323.7791,China,Armenia,Pipeline,1/15/2022,5/21/2022,Stephine Belison,Jolynn Stuck,434 Gulseth Alley
175,Heating Oil,8751.32,2.48,21703.2736,Philippines,Brazil,Pipeline,11/17/2022,6/4/2022,Sibley O'Henery,Marena Nafzger,60 Bunker Hill Hill
176,Heating Oil,8598.38,1.4,12037.732,China,Barbados,Ship,2/20/2022,8/13/2022,Kennie Cunningham,Nevil Skrzynski,726 Vernon Street
177,Heating Oil,2755.19,4.22,11626.9018,China,Uzbekistan,Tank Truck,6/19/2022,11/7/2022,Donni Purle,Shannon Gail,76220 Dayton Road
178,Gasoline,6370.06,4.89,31149.5934,Vietnam,Mexico,Pipeline,6/8/2022,7/26/2022,Bette-ann Kolczynski,Sauveur Astbery,9 Burning Wood Drive
179,Diesel,348.37,4.23,1473.6051,Sweden,Greece,Tank Truck,12/27/2022,6/13/2022,Adah Banton,Seymour Viggars,92224 Bellgrove Trail
180,Diesel,5716.48,4.88,27896.4224,Ireland,Peru,Tank Truck,10/19/2022,6/1/2022,Rani Broadbere,Loni Landell,2 Ryan Parkway
181,Gasoline,6086.18,4.75,28909.355,Indonesia,China,Pipeline,5/19/2022,3/23/2022,Danna Gowlett,Puff Beeres,191 Green Place
182,Diesel,802.27,1.74,1395.9498,Comoros,Cameroon,Ship,5/1/2022,12/12/2022,Fayth Tourner,Annamarie Olekhov,3 Bayside Road
183,Heating Oil,2778.45,4.41,12252.9645,Argentina,Ukraine,Pipeline,4/14/2022,2/20/2022,Craig Simkiss,Willette Swatland,8416 Blaine Street
184,Gasoline,2152.18,4.66,10029.1588,Russia,Indonesia,Tank Truck,4/27/2022,3/5/2022,Andeee Jaslem,Augustine Bridden,161 Starling Terrace
185,Gasoline,9555.39,3.55,33921.6345,Nepal,Poland,Pipeline,6/4/2022,7/25/2022,Vivyan Kirrens,Brittney Pettegree,7309 Iowa Lane
186,Heating Oil,5197.39,2.87,14916.5093,Poland,Russia,Ship,12/28/2022,1/24/2022,Kiley Beamish,Hilde Murty,245 Rusk Crossing
187,Diesel,8400.01,2.91,24444.0291,Poland,Czech Republic,Tank Truck,5/12/2022,5/7/2022,Clarita Birkwood,Gino Helis,2919 La Follette Lane
188,Heating Oil,5287.24,1.16,6133.1984,China,Greece,Pipeline,12/30/2022,5/9/2022,Cozmo Woolstenholmes,Bess Coonihan,8 Sauthoff Lane
189,Diesel,8187.83,3.94,32260.0502,Colombia,Peru,Pipeline,1/26/2022,12/28/2022,Seana Ivermee,Douglass Cremen,5 Burrows Terrace
190,Heating Oil,3224.27,2.05,6609.7535,Russia,South Africa,Pipeline,9/14/2022,11/5/2022,Rich Niave,Eberhard Halson,3105 Buena Vista Court
191,Gasoline,8056.64,4.43,35690.9152,Russia,Estonia,Ship,7/30/2022,1/3/2022,Crosby Weald,Terrill Ashplant,585 8th Hill
192,Diesel,1669.17,2.71,4523.4507,Honduras,Philippines,Ship,8/18/2022,9/16/2022,Cozmo Fackney,Broderick Elton,10 Dottie Circle
193,Diesel,5197.66,1.94,10083.4604,Ukraine,Poland,Pipeline,2/1/2022,11/25/2022,Kaila Pimmocke,Sonnie Sandeson,72116 7th Point
194,Diesel,8516.34,2.67,22738.6278,Philippines,Indonesia,Pipeline,5/15/2022,3/16/2022,Abbey Tiler,Kerrin Grelka,8 Orin Street
195,Heating Oil,8774.53,3.42,30008.8926,United States,Czech Republic,Pipeline,5/9/2022,6/21/2022,Ddene Duff,Charmane Mompesson,21 Westerfield Center
196,Heating Oil,3369.16,2.42,8153.3672,China,China,Tank Truck,10/20/2022,9/28/2022,Vail Seabridge,Kirbie Zucker,86 Tomscot Avenue
197,Heating Oil,4659.85,1.29,6011.2065,China,China,Ship,3/31/2022,1/31/2022,Juliette Nealand,Ernestus O'Shea,8 Kingsford Terrace
198,Heating Oil,154.59,4.92,760.5828,United States,Portugal,Pipeline,1/6/2022,6/15/2022,Barron Priver,Beau Inchbald,4 Alpine Junction
199,Diesel,1594.51,2.86,4560.2986,Honduras,Palestinian Territory,Tank Truck,8/7/2022,7/29/2022,Norbert Borsay,Gordy Filipychev,32 Commercial Street
200,Diesel,3845.73,4.22,16228.9806,Honduras,Greece,Tank Truck,8/17/2022,2/28/2022,Lucine Haugh,Frasco California,961 Hoepker Street
201,Heating Oil,2431.13,2.73,6636.9849,China,China,Ship,7/1/2022,10/4/2022,Shana Gibbings,Vitia Finan,905 Village Green Circle
202,Heating Oil,6185.64,2.64,16330.0896,China,Iran,Pipeline,5/25/2022,3/17/2022,Augie Verbrugge,Ninetta Pidgeon,71 Westport Place
203,Heating Oil,7209.84,1.02,7354.0368,United States,Philippines,Pipeline,7/9/2022,5/2/2022,Judas Chartman,Ceil Ralestone,86 Everett Alley
204,Diesel,2409.32,2.5,6023.3,Mauritania,Honduras,Ship,6/19/2022,1/28/2022,Keriann Celier,Audie Stormes,5344 Pierstorff Way
205,Gasoline,4759.99,4.48,21324.7552,China,Indonesia,Tank Truck,8/5/2022,5/2/2022,Ajay Piletic,Eloise McClenan,1351 Northfield Crossing
206,Diesel,1058.23,3.84,4063.6032,Madagascar,Philippines,Ship,7/31/2022,7/28/2022,Beverlee Presser,Alicia Cleen,48 Cardinal Circle
207,Gasoline,3060.93,1.54,4713.8322,China,Iran,Tank Truck,8/25/2022,2/26/2022,Nikolos Rosario,Eleanor Crumbie,3056 Manitowish Junction
208,Diesel,6389.71,1.03,6581.4013,France,China,Tank Truck,8/15/2022,7/9/2022,Whitaker Spread,Babbie Rowet,27030 Cascade Junction
209,Heating Oil,8317.74,4.13,34352.2662,Ivory Coast,China,Ship,12/30/2022,12/5/2022,Arny Thirtle,Stace Cortes,234 Kings Hill
210,Heating Oil,3074.13,1.61,4949.3493,Indonesia,Indonesia,Pipeline,8/25/2022,5/17/2022,Jorrie Sola,Mischa Beedell,96 Heath Avenue
211,Heating Oil,2833.13,3.67,10397.5871,Philippines,Russia,Ship,2/8/2022,3/4/2022,Munroe Rylett,Krissie Larter,08 Fallview Pass
212,Gasoline,276.75,2.66,736.155,Philippines,China,Tank Truck,1/3/2022,2/25/2022,Gabbi Stapylton,Vladimir Battisson,5134 Oriole Court
213,Gasoline,642.63,2.21,1420.2123,Panama,Guatemala,Pipeline,1/8/2022,10/20/2022,Phylys Cyseley,Chandra Fearby,62 Crest Line Junction
214,Gasoline,3107.44,4.63,14387.4472,Niger,Portugal,Tank Truck,12/10/2022,10/16/2022,Zsazsa Housegoe,Bronny Mithon,790 Welch Drive
215,Heating Oil,2869.5,1.56,4476.42,United States,China,Tank Truck,3/7/2022,2/3/2022,Shawn Blackborne,Moshe Darte,24445 Rowland Parkway
216,Diesel,8255.44,1.82,15024.9008,China,China,Pipeline,2/21/2022,11/27/2022,Farah Wiz,Timoteo Radeliffe,19822 Schmedeman Avenue
217,Gasoline,2046.49,1.46,2987.8754,China,China,Tank Truck,7/17/2022,5/8/2022,Levi Croux,Barth Steinson,9 Vidon Point
218,Heating Oil,9544.12,2.14,20424.4168,Montenegro,Ukraine,Tank Truck,10/19/2022,12/1/2022,Paolo Wybourne,Aldwin McIlwrick,4 La Follette Lane
219,Diesel,5414.1,2.13,11532.033,Philippines,Philippines,Tank Truck,2/14/2022,1/19/2022,Odella Conneau,Katrine Brandes,8587 Larry Place
220,Gasoline,2434.68,2.29,5575.4172,Philippines,Russia,Pipeline,2/28/2022,7/22/2022,Eveleen Vsanelli,Quentin Lazenbury,27 Graedel Avenue
221,Diesel,4867.18,2.11,10269.7498,Poland,Colombia,Tank Truck,9/5/2022,10/12/2022,Erna Gaskarth,Elva Ludmann,7 Saint Paul Park
222,Diesel,847.74,2.59,2195.6466,Iran,China,Tank Truck,8/14/2022,12/28/2022,Richmound Ghelerdini,Dianemarie Kinner,8095 Schmedeman Terrace
223,Gasoline,8341.7,3.55,29613.035,Thailand,Greece,Pipeline,1/2/2022,1/25/2022,Keary Mack,Rosalind Earp,561 Farmco Junction
224,Gasoline,6690.29,2.04,13648.1916,Indonesia,Tanzania,Tank Truck,11/14/2022,9/13/2022,Sharla Rennebach,Zarah MacNeilly,6 Mcguire Park
225,Gasoline,7619.95,1.51,11506.1245,Indonesia,United Kingdom,Tank Truck,2/2/2022,7/5/2022,Paul Reary,Terencio Garoghan,25 Melvin Place
226,Diesel,2512.11,1.7,4270.587,Russia,Greece,Pipeline,8/3/2022,3/9/2022,Regan Vann,Gerda Mingay,1680 Rutledge Pass
227,Heating Oil,197.96,4.59,908.6364,Russia,Guam,Pipeline,9/4/2022,5/11/2022,Kit Vashchenko,Yolanda Espie,5 Manitowish Junction
228,Gasoline,5084.7,1.22,6203.334,Ireland,Iran,Tank Truck,1/15/2022,10/1/2022,Melloney Clemens,Shayne Laurence,72080 Eggendart Circle
229,Gasoline,4022.62,3.89,15647.9918,China,Czech Republic,Pipeline,8/18/2022,11/7/2022,Alfred Morris,Humberto Leak,330 Sutteridge Court
230,Diesel,5177.41,2.01,10406.5941,France,Jamaica,Tank Truck,12/17/2022,7/2/2022,Stanislas Dilkes,Alexei Andriss,02397 Oneill Pass
231,Diesel,6253.4,4.78,29891.252,Peru,Mexico,Pipeline,6/15/2022,5/13/2022,Noll Flott,Candy McFater,36620 Hagan Trail
232,Heating Oil,108.99,2.8,305.172,Portugal,Bosnia and Herzegovina,Pipeline,3/22/2022,11/1/2022,Lydon Clewer,Hertha Littlechild,4462 Bluejay Plaza
233,Diesel,1167.73,1.63,1903.3999,Cuba,Peru,Tank Truck,4/14/2022,4/26/2022,Eadmund Peris,Max Kryska,44873 Petterle Lane
234,Gasoline,9053.14,4.68,42368.6952,Norway,Thailand,Pipeline,11/9/2022,9/24/2022,Sasha Grishukov,Colly Gyer,54555 Linden Plaza
235,Heating Oil,792.65,2.61,2068.8165,Philippines,China,Tank Truck,3/23/2022,6/16/2022,Donnajean Trollope,Dewey Blaasch,0 Farragut Point
236,Heating Oil,7013.73,1.94,13606.6362,Sweden,Greece,Ship,2/20/2022,8/14/2022,Sorcha Rothwell,Moss Stallion,7 Graceland Place
237,Heating Oil,7775.35,2.18,16950.263,Portugal,Indonesia,Pipeline,10/30/2022,7/13/2022,Ethan Estable,Francis Wakelam,2 Moland Junction
238,Diesel,9401.44,2.51,23597.6144,Indonesia,Russia,Ship,3/7/2022,2/28/2022,Stephan McNiff,Rubin Lincoln,92 Fieldstone Circle
239,Gasoline,1800.96,4.41,7942.2336,Russia,Czech Republic,Pipeline,9/13/2022,1/9/2022,Odilia Dring,Vanessa Whiteland,7133 4th Terrace
240,Heating Oil,4034.54,1.29,5204.5566,Poland,Mongolia,Pipeline,10/28/2022,5/7/2022,Judon Paulet,Suzann Lerven,72 Ohio Center
241,Diesel,3760.51,1.52,5715.9752,China,China,Tank Truck,5/19/2022,4/1/2022,Tyson Chanders,Abbe Chelnam,7 Buena Vista Park
242,Gasoline,1895.47,4.39,8321.1133,China,Japan,Ship,3/17/2022,2/26/2022,Valaria Parysowna,Roxine Clover,07 Kinsman Street
243,Diesel,872.19,1.7,1482.723,Indonesia,Sweden,Pipeline,4/4/2022,7/23/2022,Bengt Kleinschmidt,Rodie Placstone,76106 Kensington Crossing
244,Heating Oil,4450.46,2.09,9301.4614,Indonesia,Brazil,Tank Truck,11/19/2022,6/30/2022,Teresita Maylin,Buckie Purchon,50131 Calypso Avenue
245,Gasoline,8565.77,2.09,17902.4593,Uzbekistan,Yemen,Tank Truck,2/7/2022,12/2/2022,Denice Perrottet,Justus Squeers,3 Kropf Parkway
246,Gasoline,567.97,4.04,2294.5988,China,South Africa,Ship,5/15/2022,12/8/2022,Guntar Jiracek,Frankie Eatock,048 Fairview Road
247,Gasoline,6883.91,3.09,21271.2819,Mongolia,Canada,Ship,12/28/2022,3/25/2022,Minda Pharo,Dolli Garfoot,3 Toban Point
248,Diesel,3070.56,2.16,6632.4096,Canada,Ukraine,Tank Truck,12/24/2022,11/24/2022,Victoria Simester,Natty Joannic,0 Cordelia Point
249,Diesel,3168.31,4.58,14510.8598,Serbia,France,Pipeline,4/7/2022,6/5/2022,Steve Lathom,Trixi Rennels,3596 Village Plaza
250,Diesel,3340.36,4.77,15933.5172,Russia,Poland,Ship,10/2/2022,7/28/2022,Alexi Backshaw,Atlante Pearsey,67 Arizona Park
251,Diesel,5666.36,2.59,14675.8724,Greece,Honduras,Tank Truck,3/6/2022,4/17/2022,Terza Morrison,Stafani Alessandretti,3 Basil Way
252,Heating Oil,7150.08,3.3,23595.264,Indonesia,Japan,Pipeline,5/13/2022,2/11/2022,Eloise Pisculli,Alessandra Arnholz,9401 Florence Avenue
253,Gasoline,753.88,4.38,3301.9944,China,Russia,Ship,4/6/2022,7/6/2022,Raven Filliskirk,Maximo Rodolfi,9071 Center Circle
254,Diesel,7806.86,4.95,38643.957,Poland,Trinidad and Tobago,Pipeline,7/26/2022,5/12/2022,Julita Quarles,Marc Bertram,367 Miller Plaza
255,Diesel,8559.77,4.45,38090.9765,Indonesia,China,Tank Truck,6/2/2022,7/8/2022,Evan Elcy,Rafa Haggie,5 Pearson Terrace
256,Heating Oil,8016.89,4.04,32388.2356,Portugal,Malaysia,Ship,3/3/2022,3/11/2022,Warren Meeks,Marja Corps,198 Anzinger Terrace
257,Diesel,7019.34,3.09,21689.7606,Italy,China,Ship,12/22/2022,7/5/2022,Tye Lindenberg,Bay Durdle,81 Jay Crossing
258,Heating Oil,2576.5,2.71,6982.315,Chile,Sri Lanka,Ship,1/20/2022,6/21/2022,Adrien Twiggs,Bonita Kennedy,63 Fairfield Drive
259,Heating Oil,6542.84,3.12,20413.6608,Somalia,Brazil,Ship,9/28/2022,6/22/2022,Norina Benninck,Clo McCook,88853 Dennis Plaza
260,Heating Oil,4566.48,1.04,4749.1392,Sweden,Finland,Ship,4/8/2022,9/3/2022,Cyndia Greenier,Delcine Mahomet,44 Browning Road
261,Diesel,4445.88,4.32,19206.2016,Tanzania,Indonesia,Tank Truck,7/21/2022,7/14/2022,Saunder Bode,Everard Muskett,52917 Bashford Junction
262,Heating Oil,6313.97,2.88,18184.2336,Indonesia,Nicaragua,Ship,2/7/2022,3/28/2022,Heidi Barehead,Rachele Pestridge,7 Ruskin Point
263,Diesel,7173.85,1.18,8465.143,Philippines,Philippines,Tank Truck,2/21/2022,8/12/2022,Teddie Wallsam,Desiree Reedick,6 Mandrake Avenue
264,Diesel,6286.01,1.85,11629.1185,Nigeria,China,Tank Truck,7/3/2022,12/2/2022,Mozelle Vereker,Sephira Chate,57306 Johnson Center
265,Diesel,6514.91,2.71,17655.4061,Guatemala,Thailand,Tank Truck,3/12/2022,8/12/2022,Beatrice Commucci,Jilleen Monini,7377 Brown Drive
266,Diesel,8275.82,3.97,32855.0054,Uruguay,China,Tank Truck,7/14/2022,9/10/2022,Angelica Gossart,Virgie Khadir,43 Bunker Hill Avenue
267,Diesel,1211.75,3.9,4725.825,Indonesia,Indonesia,Tank Truck,3/11/2022,5/31/2022,Ivor Backe,Rudyard Favela,03939 Hansons Road
268,Diesel,2783.65,2.31,6430.2315,Indonesia,Russia,Ship,6/20/2022,12/5/2022,Bonnie Kopman,Giuseppe McPhillips,653 Duke Point
269,Gasoline,6803.38,3.69,25104.4722,China,Poland,Pipeline,1/27/2022,11/11/2022,Caryn Fleote,Orson Canet,08334 Bartillon Point
270,Diesel,989.49,3.96,3918.3804,Portugal,China,Ship,6/12/2022,9/1/2022,Veradis Ockwell,Thane Seamarke,60897 Heath Hill
271,Heating Oil,6059.74,1.43,8665.4282,Bulgaria,Russia,Pipeline,7/5/2022,7/8/2022,Vanya Cheng,Antone Pearsall,8 Armistice Hill
272,Gasoline,2569.27,2.09,5369.7743,Sweden,Portugal,Ship,4/8/2022,8/26/2022,Saul Vaneschi,Dicky Pocock,14 Lillian Hill
273,Heating Oil,5505.5,4.83,26591.565,Greece,Indonesia,Tank Truck,11/16/2022,4/14/2022,Ashil Surman,Estel Lawley,2663 Evergreen Drive
274,Heating Oil,6756.79,1.68,11351.4072,Dominican Republic,Colombia,Pipeline,5/9/2022,9/7/2022,Odey Wehner,Dode Bru,59575 Washington Lane
275,Diesel,8531.21,2.26,19280.5346,Canada,Japan,Tank Truck,4/11/2022,5/27/2022,Ezri Merfin,Laure Mountlow,786 Summit Point
276,Gasoline,6083.12,2.15,13078.708,United States,Saudi Arabia,Tank Truck,2/23/2022,7/19/2022,Benedetto Perkin,Merline Rash,885 Victoria Alley
277,Heating Oil,3626.45,1.63,5911.1135,Indonesia,Russia,Tank Truck,3/26/2022,10/19/2022,Odilia Phelit,Tarra Wildes,1 Namekagon Parkway
278,Heating Oil,7414.5,2.61,19351.845,Sweden,China,Pipeline,2/17/2022,11/27/2022,Shaylynn Ragate,Murielle Sworder,80 Tennyson Plaza
279,Diesel,3991.23,4.51,18000.4473,Norway,China,Ship,7/24/2022,6/9/2022,Fidel Dunseath,Gilbertina Warke,1156 Pennsylvania Lane
280,Gasoline,465.26,3.5,1628.41,Canada,Democratic Republic of the Congo,Ship,6/24/2022,11/23/2022,Hortensia Blum,Brnaby Freda,9 Myrtle Point
281,Diesel,142.97,1.63,233.0411,China,Poland,Ship,10/30/2022,5/4/2022,Mildred Threlkeld,Wilmette Gauvin,5 Katie Pass
282,Gasoline,516.81,1.83,945.7623,China,Indonesia,Ship,5/29/2022,3/16/2022,Dirk O' Neligan,Arlie Schoenleiter,6 Red Cloud Court
283,Heating Oil,5561.91,2.58,14349.7278,China,China,Ship,2/9/2022,1/12/2022,Keriann Reicharz,Robbert Twine,2118 Pankratz Center
284,Diesel,5960.88,3.27,19492.0776,China,Ukraine,Pipeline,3/6/2022,10/11/2022,Wain Denson,Sally Ickeringill,0312 Bashford Junction
285,Heating Oil,5903.34,3.06,18064.2204,Indonesia,Peru,Tank Truck,6/14/2022,1/27/2022,Mortie Liccardi,Burgess Mephan,825 Dakota Park
286,Heating Oil,3069.59,1.36,4174.6424,Cuba,China,Tank Truck,2/2/2022,10/9/2022,Percy Whitters,Benoit Chalfant,935 Hintze Plaza
287,Heating Oil,6867.09,1.81,12429.4329,Greece,Poland,Ship,4/3/2022,11/18/2022,Donal Petyankin,Alejandra Lythgoe,9889 Becker Alley
288,Heating Oil,9558.66,4.37,41771.3442,Indonesia,Argentina,Pipeline,1/26/2022,6/17/2022,Biddy De Mattia,Donovan Staggs,688 Anhalt Junction
289,Diesel,9947.37,1.83,18203.6871,Philippines,Brazil,Tank Truck,11/10/2022,12/12/2022,Tomasine Trenoweth,Batsheva Abrams,320 Lawn Court
290,Diesel,5141.72,4.44,22829.2368,Philippines,Russia,Pipeline,11/13/2022,1/12/2022,Abbi Jahan,Atlanta Triplet,7445 Lakewood Gardens Plaza
291,Diesel,2104.18,4.88,10268.3984,China,Czech Republic,Tank Truck,5/5/2022,4/15/2022,Pincus Albutt,Skelly Teanby,21 Prairie Rose Terrace
292,Gasoline,7286.14,1.04,7577.5856,France,Philippines,Ship,4/18/2022,10/11/2022,Giraldo Aries,Judy Pember,28527 Jenna Alley
293,Heating Oil,5974.68,1.21,7229.3628,Syria,Ethiopia,Pipeline,4/28/2022,8/19/2022,Andreas Hatherall,Darb Spray,6 Everett Lane
294,Gasoline,3483.33,1.46,5085.6618,Russia,Greece,Tank Truck,3/13/2022,11/30/2022,Curcio Studeart,Oliy Lovie,0956 Melvin Pass
295,Heating Oil,5905.45,1.47,8681.0115,China,Ukraine,Pipeline,8/2/2022,2/8/2022,Ody Wilkenson,Keefer Flanaghan,13193 Fuller Drive
296,Heating Oil,9922.52,1.21,12006.2492,South Korea,Benin,Tank Truck,12/26/2022,6/8/2022,Yanaton Tice,Natividad Tucknott,2 Chive Park
297,Gasoline,6068.32,1.49,9041.7968,China,Sweden,Ship,6/23/2022,7/14/2022,Rosy Ivamy,Dermot Izaac,66538 Oak Trail
298,Heating Oil,2974.68,4.43,13177.8324,China,Papua New Guinea,Ship,4/15/2022,1/11/2022,Sadie Garrettson,Saw Port,4426 Norway Maple Avenue
299,Diesel,1185.21,4.82,5712.7122,United States,Lithuania,Pipeline,6/13/2022,7/11/2022,Shena Bonar,Mandie Aspin,1832 Donald Center
300,Gasoline,1996.81,1.16,2316.2996,Sweden,Philippines,Pipeline,2/10/2022,5/21/2022,Ermanno Mordue,Louie Kienle,56 Cody Circle
301,Diesel,884.0,1.65,1458.6,Thailand,Czech Republic,Tank Truck,7/8/2022,7/31/2022,Alika Filipic,Desiree Wittleton,19 Magdeline Terrace
302,Gasoline,5524.03,3.99,22040.8797,Philippines,Russia,Tank Truck,5/21/2022,11/30/2022,Heall Redpath,Carey Le Marquand,84 Browning Drive
303,Heating Oil,1076.2,1.38,1485.156,Latvia,Poland,Tank Truck,5/29/2022,5/24/2022,Nananne Sargeaunt,Delmore Bleue,5 Huxley Way
304,Heating Oil,4285.64,3.03,12985.4892,Russia,Indonesia,Ship,7/17/2022,10/6/2022,Moshe Elcombe,Moselle Happs,79930 Rowland Avenue
305,Gasoline,988.53,4.37,4319.8761,Portugal,France,Ship,7/6/2022,4/11/2022,Milli Southall,Trudy Devonish,259 Quincy Drive
306,Heating Oil,2657.95,2.45,6511.9775,China,Malaysia,Pipeline,6/17/2022,9/16/2022,Angelia Assante,Brita Bramwich,414 Holmberg Pass
307,Diesel,5404.63,1.55,8377.1765,China,Indonesia,Tank Truck,6/11/2022,5/1/2022,Bartlett Lowndsborough,Marty McBlain,61 Mendota Trail
308,Gasoline,4555.3,4.83,22002.099,China,Qatar,Pipeline,7/24/2022,7/11/2022,Rourke Marham,Aliza Lenard,534 Vidon Pass
309,Gasoline,3124.13,1.39,4342.5407,Portugal,Malta,Pipeline,11/12/2022,8/22/2022,Vidovik Ianiello,Piper Thickin,14548 Schlimgen Pass
310,Heating Oil,3353.21,1.88,6304.0348,Slovenia,Bulgaria,Tank Truck,6/26/2022,7/11/2022,Maggee Lydden,Marlow Alderwick,832 Golden Leaf Point
311,Diesel,4686.61,2.99,14012.9639,Indonesia,Indonesia,Pipeline,9/20/2022,8/7/2022,Adorne Westcot,Bernie Pero,32658 Stang Terrace
312,Heating Oil,6398.38,1.26,8061.9588,Indonesia,Philippines,Tank Truck,10/20/2022,3/23/2022,Glenden Fairs,Minnaminnie Brookwell,17 Reindahl Trail
313,Gasoline,3061.81,4.59,14053.7079,Russia,Indonesia,Pipeline,8/17/2022,9/5/2022,Joby Hould,Glennie Filoniere,856 Monica Pass
314,Diesel,2660.96,1.74,4630.0704,China,China,Ship,11/22/2022,6/18/2022,Forrest McCue,Nilson Mathy,4 Mallard Terrace
315,Heating Oil,6579.47,1.36,8948.0792,Norway,Kenya,Pipeline,10/27/2022,7/16/2022,Leanna Griffey,Mohammed Ties,3 Fallview Avenue
316,Diesel,6872.71,4.07,27971.9297,Indonesia,China,Pipeline,2/12/2022,9/8/2022,Velma Klimmek,Biddy Andreazzi,4 Jay Crossing
317,Diesel,5445.48,4.85,26410.578,Russia,China,Ship,7/22/2022,7/19/2022,Fidelia Sertin,Wilt Dimitrijevic,686 Marcy Lane
318,Gasoline,5311.76,1.21,6427.2296,Canada,Poland,Ship,8/15/2022,3/9/2022,Gasper Roskruge,Seymour Crossfeld,62462 Clarendon Court
319,Heating Oil,7410.34,1.27,9411.1318,Colombia,Serbia,Pipeline,1/1/2022,6/26/2022,Corbie Patters,Craggy Ganter,423 Stoughton Court
320,Diesel,9935.74,2.01,19970.8374,Mexico,Armenia,Ship,1/5/2022,4/19/2022,Olympie Drillingcourt,Eadmund Coupland,25125 4th Center
321,Diesel,7040.45,1.24,8730.158,Brazil,China,Pipeline,12/4/2022,8/5/2022,Trudie Habens,Peggi Orgill,909 Packers Terrace
322,Gasoline,4735.56,4.76,22541.2656,New Zealand,Portugal,Tank Truck,12/20/2022,10/26/2022,Dwain Largan,Ravid Heinel,69 Grim Crossing
323,Diesel,6922.94,3.21,22222.6374,Nicaragua,Philippines,Tank Truck,1/11/2022,1/17/2022,Town Schwandermann,Teddy De Dei,7947 Dayton Hill
324,Heating Oil,5810.9,2.52,14643.468,China,Russia,Pipeline,2/3/2022,6/17/2022,Mile Espley,Perri Pietranek,0205 Acker Center
325,Gasoline,3781.91,1.05,3971.0055,Portugal,Afghanistan,Ship,9/1/2022,3/11/2022,Jocelyne Curlis,Lind Huddle,3089 Tomscot Parkway
326,Diesel,7600.94,3.15,23942.961,Indonesia,Nigeria,Tank Truck,1/12/2022,10/16/2022,Conant Yard,Gustaf Verheyden,075 Bonner Road
327,Gasoline,9997.92,3.99,39891.7008,Canada,Indonesia,Pipeline,1/30/2022,3/18/2022,Romonda Thumann,Tommy Oldridge,6 4th Way
328,Diesel,1255.11,3.34,4192.0674,Yemen,Philippines,Tank Truck,2/28/2022,12/20/2022,Bernadine Ingrem,Hendrik Corringham,5275 Manitowish Court
329,Diesel,3029.86,1.61,4878.0746,Kazakhstan,Bolivia,Ship,11/12/2022,4/29/2022,Darrelle Devoy,Robinett Moreing,34 Sloan Crossing
330,Gasoline,8982.42,4.51,40510.7142,China,South Africa,Tank Truck,7/26/2022,10/30/2022,Cristobal Dilworth,Sterling Arcase,85621 Hanson Center
331,Gasoline,871.72,3.74,3260.2328,Finland,Netherlands,Pipeline,9/6/2022,12/8/2022,Lemmie Simek,Whitaker Antonietti,5975 Ronald Regan Way
332,Gasoline,1706.03,2.81,4793.9443,Syria,China,Tank Truck,12/28/2022,10/12/2022,Faulkner Siward,Tailor Sharpin,56446 Columbus Junction
333,Diesel,1682.12,1.67,2809.1404,China,Portugal,Tank Truck,9/24/2022,12/14/2022,Aluino Lampe,Verla Whiteoak,8 Jenifer Point
334,Heating Oil,8376.58,1.67,13988.8886,Japan,China,Pipeline,10/28/2022,6/29/2022,Corly Casajuana,Zorina Tradewell,97 Commercial Alley
335,Gasoline,7081.65,1.85,13101.0525,France,China,Tank Truck,12/5/2022,9/13/2022,Kaitlyn O'Hogertie,Alvina Ruppert,13 Lindbergh Terrace
336,Diesel,7583.85,2.28,17291.178,China,Russia,Pipeline,10/27/2022,3/18/2022,Siobhan L'Hommeau,Britt Chasney,31576 Lindbergh Trail
337,Gasoline,2312.79,3.51,8117.8929,China,Indonesia,Ship,12/30/2022,4/25/2022,Towney Ollerhead,Ellissa Quincey,5 Northwestern Street
338,Gasoline,9873.22,3.92,38703.0224,Canada,Curacao,Pipeline,1/5/2022,6/25/2022,Moises Hearthfield,Daniel Wernham,6 Ruskin Terrace
339,Diesel,436.56,1.68,733.4208,Indonesia,Sweden,Ship,8/26/2022,3/16/2022,Gayleen Pantin,Nancey Duggen,0975 Susan Crossing
340,Gasoline,6282.48,1.61,10114.7928,France,Tanzania,Pipeline,10/30/2022,1/2/2022,Gracia Kief,Heddie Colvine,9825 Packers Circle
341,Gasoline,6548.67,1.76,11525.6592,Portugal,Ukraine,Tank Truck,8/21/2022,2/6/2022,Katharina Kupke,Pyotr Yallowley,6963 Tomscot Pass
342,Gasoline,1902.17,2.22,4222.8174,Poland,Macedonia,Pipeline,9/28/2022,8/26/2022,Jorie Redley,Colette Sizeland,44 Onsgard Pass
343,Heating Oil,439.5,2.14,940.53,Indonesia,China,Tank Truck,8/27/2022,11/18/2022,Yvette Rozzier,Deck Wellesley,2901 Sutteridge Avenue
344,Heating Oil,4720.92,3.21,15154.1532,Macedonia,Mongolia,Pipeline,6/15/2022,12/24/2022,Myrle Thrussell,Giacinta Emanulsson,658 Declaration Court
345,Gasoline,1820.19,4.46,8118.0474,Brazil,Czech Republic,Pipeline,10/1/2022,7/31/2022,Kristien D'Oyley,Ladonna Heakey,6 Thackeray Street
